RecordTime,Battery(V),Rate,Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13
41257.04167,10.4,Normal,50.44,53.24,51.44,,51.34,,,,63.71,,,,59.27,
41257.08333,10.4,Normal,50.64,53.44,51.64,,51.14,,,,62.9,,,,59.07,
41257.125,10.3,Normal,50.34,53.04,51.44,,51.24,,,,62.6,,,,59.27,
41257.16667,10.3,Normal,50.44,52.84,51.44,,51.24,,,,62.6,,,,59.27,
41257.20833,10.3,Normal,50.34,52.74,51.44,,50.84,,,,62.29,,,,58.97,
41257.25,10.4,Normal,50.24,52.64,51.34,,50.74,,,,62.09,,,,58.87,
41257.29167,10.3,Normal,50.34,52.84,51.44,,50.94,,,,62.39,,,,58.87,
41257.33333,10.4,Normal,50.24,53.04,51.44,,51.24,,,,63.61,,,,59.27,
41257.375,10.3,Normal,49.94,52.94,51.24,,51.14,,,,63.81,,,,59.27,
41257.41667,10.4,Normal,50.34,52.94,51.34,,50.44,,,,61.79,,,,58.77,
41257.45833,10.3,Normal,50.44,53.14,51.64,,50.44,,,,62.39,,,,58.77,
41257.5,10.4,Normal,50.04,52.24,51.14,,50.44,,,,61.99,,,,58.36,
41257.54167,10.4,Normal,49.84,52.44,51.24,,49.64,,,,61.49,,,,58.16,
41257.58333,10.4,Normal,49.94,52.94,51.34,,49.64,,,,61.49,,,,58.26,
41257.625,10.4,Normal,49.74,52.84,51.14,,49.54,,,,61.99,,,,58.36,
41257.66667,10.4,Normal,49.94,53.04,51.24,,49.54,,,,62.39,,,,58.26,
41257.70833,10.4,Normal,50.04,52.94,51.04,,49.64,,,,61.29,,,,58.36,
41257.75,10.5,Normal,49.44,52.74,50.94,,49.44,,,,62.29,,,,58.16,
41257.79167,10.4,Normal,49.54,52.34,50.94,,48.44,,,,61.18,,,,58.16,
41257.83333,10.4,Normal,49.54,52.24,50.74,,48.84,,,,61.49,,,,57.86,
41257.875,10.4,Normal,49.54,52.14,50.64,,49.14,,,,60.58,,,,57.86,
41257.91667,10.4,Normal,49.34,52.14,50.64,,48.84,,,,61.79,,,,57.86,
41257.95833,10.3,Normal,49.44,52.24,50.74,,48.54,,,,61.08,,,,57.96,
41258,10.4,Normal,49.34,51.94,50.54,,48.74,,,,61.08,,,,57.86,
41258.04167,10.3,Normal,49.24,51.74,50.44,,48.74,,,,61.08,,,,57.96,
41258.08333,10.4,Normal,49.44,52.34,50.64,,48.54,,,,61.39,,,,58.06,
41258.125,10.3,Normal,49.44,52.34,50.54,,48.34,,,,59.87,,,,57.66,
41258.16667,10.3,Normal,49.24,52.04,50.44,,48.24,,,,60.38,,,,57.66,
41258.20833,10.3,Normal,49.14,51.64,50.24,,48.34,,,,60.28,,,,57.66,
41258.25,10.3,Normal,49.14,51.64,50.24,,48.34,,,,60.58,,,,57.66,
41258.29167,10.2,Normal,49.04,51.44,50.14,,48.44,,,,60.78,,,,57.76,
41258.33333,10.4,Normal,49.34,51.64,50.24,,48.24,,,,59.67,,,,57.46,
41258.375,10.4,Normal,49.34,51.64,50.24,,48.04,,,,59.37,,,,57.46,
41258.41667,10.4,Normal,49.44,52.14,50.64,,47.84,,,,58.97,,,,57.56,
41258.45833,10.3,Normal,49.54,52.34,50.64,,47.94,,,,58.47,,,,57.46,
41258.5,10.4,Normal,49.24,52.24,50.64,,48.44,,,,59.07,,,,57.06,
41258.54167,10.4,Normal,49.24,51.84,50.84,,48.34,,,,59.67,,,,56.45,
41258.625,10.4,Normal,48.74,51.44,50.24,,47.94,,,,58.57,,,,56.35,
41258.66667,10.5,Normal,48.24,51.34,49.74,,47.54,,,,58.77,,,,56.35,
41258.70833,10.4,Normal,48.04,51.14,49.54,,47.34,,,,58.26,,,,56.35,
41258.75,10.4,Normal,48.04,51.04,49.44,,47.24,,,,58.26,,,,56.25,
41258.79167,10.4,Normal,47.94,50.44,49.24,,47.54,,,,58.47,,,,55.55,
41258.83333,10.5,Normal,47.94,50.84,49.34,,46.64,,,,57.46,,,,55.55,
41258.875,10.4,Normal,47.74,50.54,49.04,,46.94,,,,57.36,,,,55.85,
41258.91667,10.5,Normal,47.84,50.54,49.04,,47.14,,,,57.56,,,,55.95,
41258.95833,10.4,Normal,47.44,50.14,49.04,,46.74,,,,57.86,,,,55.35,
41259,10.5,Normal,47.34,50.44,48.84,,46.64,,,,56.45,,,,55.15,
41259.04167,10.3,Normal,47.44,50.14,48.74,,46.84,,,,56.76,,,,55.25,
41259.08333,10.5,Normal,47.34,50.14,48.64,,46.84,,,,57.36,,,,55.45,
41259.125,10.3,Normal,47.34,50.14,48.64,,46.54,,,,57.46,,,,55.45,
41259.16667,10.4,Normal,47.34,50.14,48.54,,47.04,,,,57.16,,,,55.55,
41259.20833,10.4,Normal,47.34,50.24,48.74,,46.54,,,,58.36,,,,55.55,
41259.25,10.3,Normal,47.84,50.34,48.84,,47.04,,,,57.56,,,,55.85,
41259.29167,10.3,Normal,47.84,50.34,48.84,,47.44,,,,57.56,,,,56.05,
41259.33333,10.5,Normal,47.64,50.54,48.94,,47.54,,,,58.67,,,,55.95,
41259.375,10.4,Normal,47.54,50.44,48.94,,46.84,,,,58.47,,,,55.75,
41259.41667,10.5,Normal,48.04,50.94,49.34,,47.34,,,,58.06,,,,56.05,
41259.45833,10.4,Normal,48.04,51.04,49.54,,47.64,,,,58.26,,,,55.75,
41259.5,10.4,Normal,47.84,50.74,49.44,,47.94,,,,59.07,,,,55.75,
41259.54167,10.4,Normal,48.54,50.94,49.94,,47.94,,,,58.67,,,,55.55,
41259.58333,10.5,Normal,47.84,50.24,49.14,,47.94,,,,58.06,,,,55.25,
41259.625,10.4,Normal,47.34,50.34,49.14,,47.64,,,,57.76,,,,55.15,
41259.66667,10.5,Normal,47.94,50.44,49.24,,47.34,,,,57.76,,,,55.15,
41259.70833,10.4,Normal,47.74,50.44,49.24,,47.34,,,,57.76,,,,54.95,
41259.75,10.5,Normal,47.64,50.64,49.14,,47.04,,,,57.56,,,,55.05,
41259.79167,10.4,Normal,47.54,50.64,49.24,,47.14,,,,57.76,,,,54.95,
41259.83333,10.5,Normal,47.54,50.74,49.14,,46.94,,,,57.36,,,,54.85,
41259.875,10.4,Normal,46.44,50.04,48.44,,46.44,,,,55.95,,,,54.25,
41259.91667,10.5,Normal,46.54,49.74,48.24,,46.44,,,,56.05,,,,54.45,
41259.95833,10.4,Normal,46.74,49.54,48.14,,45.94,,,,56.35,,,,54.45,
41260,10.5,Normal,46.74,49.44,48.14,,45.94,,,,55.85,,,,54.65,
41260.04167,10.4,Normal,46.94,49.54,48.24,,46.54,,,,56.45,,,,54.65,
41260.08333,10.5,Normal,46.64,49.54,48.24,,46.54,,,,56.56,,,,54.45,
41260.125,10.4,Normal,46.34,49.04,47.84,,46.34,,,,56.66,,,,54.45,
41260.16667,10.5,Normal,46.24,49.34,47.84,,46.34,,,,56.35,,,,54.05,
41260.20833,10.4,Normal,45.74,49.24,47.64,,45.14,,,,54.85,,,,53.14,
41260.25,10.5,Normal,45.54,48.64,47.14,,45.14,,,,54.75,,,,53.14,
41260.29167,10.5,Normal,45.14,48.44,46.94,,44.95,,,,54.15,,,,52.44,
41260.33333,10.4,Normal,45.04,48.44,46.74,,44.15,,,,53.24,,,,51.94,
41260.375,10.5,Normal,44.15,47.64,46.24,,44.35,,,,53.24,,,,51.64,
41260.41667,10.5,Normal,44.35,47.84,46.24,,44.25,,,,53.04,,,,51.84,
41260.45833,10.4,Normal,44.45,47.64,46.24,,44.25,,,,52.54,,,,51.34,
41260.5,10.5,Normal,44.45,47.64,46.34,,44.05,,,,53.04,,,,51.54,
41260.54167,10.4,Normal,44.85,47.54,46.54,,44.05,,,,52.94,,,,51.34,
41260.58333,10.5,Normal,43.55,46.34,45.54,,45.14,,,,54.25,,,,50.94,
41260.625,10.5,Normal,43.95,46.74,45.74,,44.15,,,,53.04,,,,50.64,
41260.66667,10.5,Normal,43.25,46.44,45.14,,43.25,,,,52.04,,,,51.34,
41260.70833,10.4,Normal,43.15,46.24,45.04,,42.85,,,,51.84,,,,50.94,
41260.75,10.5,Normal,43.05,46.04,44.85,,42.65,,,,51.54,,,,50.94,
41260.79167,10.4,Normal,43.25,46.24,44.95,,42.36,,,,51.24,,,,50.74,
41260.83333,10.5,Normal,43.45,46.34,45.04,,42.75,,,,52.94,,,,51.24,
41260.875,10.4,Normal,43.75,46.34,45.24,,43.15,,,,52.44,,,,51.74,
41260.91667,10.4,Normal,44.05,46.34,45.34,,43.75,,,,53.04,,,,52.14,
41260.95833,10.4,Normal,44.45,46.94,45.74,,43.85,,,,54.65,,,,52.24,
41261,10.4,Normal,44.55,47.04,45.74,,44.55,,,,54.35,,,,52.74,
41261.04167,10.4,Normal,44.65,47.04,45.84,,45.24,,,,54.85,,,,53.14,
41261.08333,10.4,Normal,45.14,47.44,46.24,,45.84,,,,55.45,,,,53.34,
41261.125,10.4,Normal,45.04,47.94,46.44,,46.54,,,,56.86,,,,53.54,
41261.16667,10.4,Normal,45.14,47.94,46.34,,46.64,,,,56.56,,,,53.74,
41261.20833,10.4,Normal,45.44,48.14,46.54,,46.74,,,,55.95,,,,54.05,
41261.25,10.3,Normal,45.64,48.24,46.84,,47.04,,,,56.45,,,,54.35,
41261.29167,10.4,Normal,45.64,48.44,46.84,,47.14,,,,56.76,,,,54.35,
41261.33333,10.4,Normal,46.24,48.94,47.24,,47.44,,,,56.86,,,,54.75,
41261.41667,10.4,Normal,46.84,49.44,47.94,,48.04,,,,57.06,,,,55.05,
41261.45833,10.3,Normal,47.04,49.94,48.24,,48.54,,,,57.26,,,,55.15,
41261.5,10.4,Normal,47.24,50.14,48.44,,48.84,,,,58.16,,,,55.35,
41261.54167,10.4,Normal,48.04,50.44,49.04,,49.04,,,,58.97,,,,55.45,
41261.625,10.4,Normal,47.74,50.64,49.04,,49.14,,,,58.47,,,,55.65,
41261.66667,10.5,Normal,47.74,50.84,48.94,,49.34,,,,59.47,,,,55.75,
41261.70833,10.4,Normal,47.24,50.44,48.54,,49.54,,,,58.47,,,,55.85,
41261.75,10.3,Normal,47.34,50.54,48.54,,49.44,,,,59.17,,,,56.05,
41261.79167,10.4,Normal,47.74,50.34,48.84,,49.04,,,,58.26,,,,56.25,
41261.83333,10.4,Normal,47.74,50.34,48.84,,49.04,,,,58.36,,,,56.56,
41261.875,10.3,Normal,48.04,50.74,49.24,,48.84,,,,58.36,,,,56.56,
41261.91667,10.3,Normal,48.14,50.64,49.24,,48.84,,,,58.36,,,,56.76,
41261.95833,10.3,Normal,47.94,50.54,49.14,,49.04,,,,58.67,,,,56.76,
41262,10.3,Normal,47.94,50.64,49.24,,48.74,,,,58.97,,,,56.56,
41262.04167,10.4,Normal,47.84,50.44,49.14,,48.04,,,,57.76,,,,55.95,
41262.08333,10.3,Normal,47.94,50.54,49.14,,47.44,,,,56.35,,,,56.25,
41262.125,10.4,Normal,48.04,50.44,49.04,,47.54,,,,56.96,,,,55.85,
41262.16667,10.4,Normal,47.44,50.14,48.94,,46.94,,,,56.76,,,,55.55,
41262.20833,10.4,Normal,47.44,50.04,48.74,,46.24,,,,55.35,,,,55.45,
41262.25,10.4,Normal,47.14,50.04,48.64,,46.04,,,,55.95,,,,55.55,
41262.29167,10.4,Normal,47.24,49.74,48.54,,46.04,,,,55.85,,,,55.65,
41262.33333,10.2,Normal,47.24,49.24,48.34,,45.94,,,,55.85,,,,55.65,
41262.375,10.3,Normal,47.14,49.44,48.44,,45.94,,,,55.25,,,,55.65,
41262.41667,10.2,Normal,47.44,49.94,48.64,,45.74,,,,55.15,,,,55.45,
41262.45833,10.3,Normal,47.64,50.04,48.94,,46.04,,,,55.05,,,,55.45,
41262.5,10.4,Normal,47.84,50.24,49.14,,46.54,,,,55.65,,,,55.55,
41262.54167,10.4,Normal,47.34,49.94,49.04,,46.74,,,,55.85,,,,55.35,
41262.58333,10.4,Normal,48.24,50.44,49.44,,47.04,,,,56.25,,,,55.45,
41262.625,10.4,Normal,48.14,50.54,49.64,,47.34,,,,56.66,,,,55.45,
41262.66667,10.4,Normal,48.04,50.44,49.34,,47.64,,,,57.26,,,,55.75,
41262.70833,10.5,Normal,48.04,50.54,49.54,,47.74,,,,57.26,,,,56.05,
41262.75,10.4,Normal,48.04,50.24,49.24,,48.14,,,,57.96,,,,56.35,
41262.79167,10.4,Normal,48.04,50.24,49.24,,48.44,,,,58.06,,,,56.56,
41262.83333,10.3,Normal,48.34,50.54,49.24,,48.64,,,,58.26,,,,56.66,
41262.875,10.4,Normal,48.34,50.64,49.44,,49.04,,,,58.47,,,,56.86,
41262.91667,10.4,Normal,48.44,50.54,49.54,,48.94,,,,58.36,,,,56.96,
41262.95833,10.4,Normal,48.64,50.64,49.64,,49.14,,,,58.67,,,,57.06,
41263,10.3,Normal,48.74,50.64,49.74,,49.24,,,,58.87,,,,57.16,
41263.04167,10.4,Normal,48.74,50.74,49.84,,49.34,,,,58.87,,,,57.26,
41263.08333,10.3,Normal,48.94,50.94,49.94,,49.64,,,,59.17,,,,57.26,
41263.125,10.4,Normal,48.94,50.94,49.94,,49.84,,,,59.17,,,,57.46,
41263.16667,10.4,Normal,48.94,51.14,50.04,,50.04,,,,59.37,,,,57.56,
41263.20833,10.3,Normal,49.04,51.04,50.14,,50.14,,,,59.17,,,,57.56,
41263.25,10.3,Normal,49.04,50.94,50.14,,50.14,,,,58.77,,,,57.76,
41263.29167,10.4,Normal,49.04,50.94,50.24,,50.04,,,,58.47,,,,57.86,
41263.33333,10.2,Normal,49.44,51.34,50.54,,50.44,,,,58.57,,,,57.96,
41263.375,10.4,Normal,49.34,51.44,50.54,,50.44,,,,58.97,,,,57.76,
41263.41667,10.3,Normal,49.64,51.54,50.74,,50.74,,,,59.07,,,,57.86,
41263.45833,10.3,Normal,49.84,51.94,50.84,,51.14,,,,59.27,,,,57.86,
41263.5,10.3,Normal,50.24,52.14,51.34,,51.64,,,,59.67,,,,57.86,
41263.54167,10.4,Normal,50.44,52.44,51.54,,52.04,,,,60.38,,,,57.96,
41263.58333,10.4,Normal,50.74,52.54,51.84,,52.14,,,,60.88,,,,58.16,
41263.625,10.5,Normal,50.74,52.54,51.84,,52.04,,,,60.68,,,,58.26,
41263.66667,10.5,Normal,50.54,52.54,51.94,,52.04,,,,60.58,,,,58.26,
41263.70833,10.4,Normal,50.44,52.64,51.94,,51.64,,,,60.18,,,,57.96,
41263.75,10.4,Normal,50.14,52.44,51.64,,51.34,,,,59.67,,,,57.66,
41263.79167,10.5,Normal,50.24,52.34,51.64,,49.64,,,,57.66,,,,57.26,
41263.83333,10.4,Normal,50.04,52.24,51.44,,49.24,,,,57.06,,,,57.16,
41263.875,10.3,Normal,49.54,52.04,51.04,,49.74,,,,58.87,,,,56.86,
41263.91667,10.4,Normal,49.64,51.84,50.94,,50.14,,,,58.26,,,,57.06,
41263.95833,10.4,Normal,49.64,51.74,50.94,,50.04,,,,58.16,,,,57.06,
41264,10.3,Normal,49.14,51.54,50.74,,49.94,,,,57.96,,,,56.66,
41264.04167,10.4,Normal,49.14,51.34,50.54,,49.54,,,,57.76,,,,56.56,
41264.08333,10.3,Normal,49.04,51.24,50.54,,49.74,,,,57.96,,,,56.76,
41264.125,10.4,Normal,49.24,51.24,50.54,,50.04,,,,58.26,,,,57.06,
41264.16667,10.3,Normal,49.34,51.34,50.64,,50.24,,,,58.36,,,,57.26,
41264.20833,10.4,Normal,49.44,51.34,50.84,,50.54,,,,58.36,,,,57.46,
41264.25,10.4,Normal,49.44,51.44,50.84,,50.74,,,,58.36,,,,57.56,
41264.29167,10.4,Normal,49.54,51.64,50.94,,50.94,,,,58.67,,,,57.66,
41264.375,10.4,Normal,49.74,51.54,51.04,,51.24,,,,59.07,,,,57.96,
41264.41667,10.4,Normal,50.14,51.84,51.34,,51.54,,,,59.17,,,,57.86,
41264.45833,10.5,Normal,50.34,52.14,51.54,,51.94,,,,59.57,,,,57.86,
41264.5,10.5,Normal,50.14,52.34,51.44,,52.04,,,,60.68,,,,57.96,
41264.54167,10.5,Normal,50.34,52.24,51.44,,52.14,,,,60.88,,,,57.96,
41264.625,10.5,Normal,50.44,52.54,51.64,,52.14,,,,60.58,,,,58.06,
41264.66667,10.4,Normal,50.64,52.54,51.94,,52.04,,,,60.58,,,,58.16,
41264.70833,10.5,Normal,50.64,52.54,51.94,,52.24,,,,60.58,,,,58.26,
41264.75,10.4,Normal,50.64,52.54,51.94,,51.94,,,,60.68,,,,58.16,
41264.79167,10.5,Normal,50.54,52.54,52.04,,51.84,,,,60.18,,,,57.96,
41264.83333,10.5,Normal,50.74,52.64,52.14,,51.94,,,,60.18,,,,58.26,
41264.875,10.4,Normal,50.54,52.44,52.04,,51.64,,,,60.08,,,,57.86,
41264.91667,10.4,Normal,50.64,52.54,51.94,,51.44,,,,59.98,,,,57.86,
41264.95833,10.5,Normal,50.74,52.54,52.14,,51.14,,,,59.27,,,,57.96,
41265,10.5,Normal,50.54,52.44,51.94,,51.34,,,,59.77,,,,57.96,
41265.04167,10.4,Normal,50.44,52.54,52.04,,51.34,,,,59.77,,,,57.86,
41265.08333,10.4,Normal,50.34,52.44,51.94,,51.24,,,,59.17,,,,57.66,
41265.125,10.4,Normal,50.04,52.14,51.64,,51.24,,,,59.17,,,,57.46,
41265.16667,10.4,Normal,50.14,52.24,51.74,,51.04,,,,58.87,,,,57.46,
41265.20833,10.4,Normal,50.04,52.14,51.64,,51.04,,,,58.87,,,,57.26,
41265.25,10.4,Normal,49.84,52.04,51.44,,50.74,,,,58.87,,,,57.06,
41265.29167,10.4,Normal,49.84,51.94,51.54,,50.04,,,,58.16,,,,56.86,
41265.33333,10.4,Normal,49.74,51.84,51.14,,49.94,,,,58.06,,,,56.35,
41265.375,10.5,Normal,49.74,51.84,51.24,,49.34,,,,56.86,,,,56.15,
41265.41667,10.4,Normal,49.64,51.64,51.14,,50.04,,,,58.57,,,,55.65,
41265.45833,10.5,Normal,48.94,51.54,50.64,,49.34,,,,57.16,,,,55.75,
41265.5,10.4,Normal,48.84,51.44,50.44,,49.54,,,,57.66,,,,55.75,
41265.54167,10.4,Normal,49.04,51.34,50.54,,48.74,,,,56.76,,,,55.75,
41265.58333,10.4,Normal,48.94,51.44,50.64,,48.64,,,,56.35,,,,55.35,
41265.625,10.4,Normal,48.64,50.94,50.24,,48.04,,,,55.75,,,,54.85,
41265.66667,10.4,Normal,47.94,50.64,49.74,,47.74,,,,55.25,,,,54.55,
41265.70833,10.5,Normal,47.84,50.34,49.44,,47.64,,,,55.55,,,,54.55,
41265.75,10.4,Normal,47.94,50.34,49.44,,47.14,,,,54.75,,,,54.45,
41265.79167,10.5,Normal,47.54,49.94,49.04,,47.04,,,,54.55,,,,54.55,
41265.83333,10.3,Normal,47.54,49.84,49.14,,47.14,,,,55.35,,,,54.45,
41265.875,10.4,Normal,47.34,50.04,49.04,,47.14,,,,54.45,,,,54.15,
41265.91667,10.4,Normal,47.24,50.14,49.04,,46.84,,,,55.35,,,,54.45,
41265.95833,10.4,Normal,47.44,50.04,49.04,,46.94,,,,56.05,,,,54.55,
41266,10.4,Normal,47.14,49.74,48.84,,46.74,,,,55.25,,,,54.55,
41266.04167,10.4,Normal,47.24,49.94,48.94,,46.64,,,,54.45,,,,54.65,
41266.08333,10.4,Normal,47.44,49.64,48.84,,47.24,,,,55.55,,,,54.85,
41266.125,10.4,Normal,47.54,49.64,48.94,,47.54,,,,55.85,,,,54.95,
41266.16667,10.4,Normal,47.64,49.84,48.94,,47.84,,,,56.45,,,,55.15,
41266.20833,10.4,Normal,47.64,50.04,48.94,,48.44,,,,56.86,,,,55.35,
41266.25,10.4,Normal,47.84,50.34,49.14,,48.84,,,,57.26,,,,55.55,
41266.29167,10.4,Normal,47.94,50.44,49.34,,49.04,,,,57.66,,,,55.75,
41266.33333,10.3,Normal,48.14,50.54,49.44,,49.24,,,,58.06,,,,55.85,
41266.375,10.4,Normal,48.24,50.44,49.44,,49.44,,,,58.06,,,,56.05,
41266.41667,10.3,Normal,48.74,50.94,50.04,,49.84,,,,58.47,,,,56.15,
41266.45833,10.4,Normal,48.74,50.74,50.04,,50.04,,,,58.67,,,,56.35,
41266.5,10.4,Normal,49.14,51.14,50.44,,50.44,,,,58.97,,,,56.56,
41266.54167,10.4,Normal,49.14,51.54,50.84,,50.34,,,,59.77,,,,56.66,
41266.58333,10.5,Normal,48.54,51.24,50.44,,49.54,,,,57.36,,,,56.25,
41266.625,10.5,Normal,48.84,51.34,50.74,,50.44,,,,59.07,,,,56.45,
41266.66667,10.4,Normal,49.34,51.94,51.24,,50.84,,,,59.98,,,,56.66,
41266.70833,10.5,Normal,49.24,51.84,51.04,,50.14,,,,59.98,,,,56.45,
41266.75,10.5,Normal,49.04,52.04,50.94,,49.54,,,,58.87,,,,56.35,
41266.79167,10.5,Normal,48.84,51.74,50.94,,49.34,,,,59.27,,,,56.15,
41266.83333,10.5,Normal,48.84,52.04,50.74,,49.04,,,,59.17,,,,56.25,
41266.875,10.5,Normal,48.74,51.64,50.64,,49.14,,,,58.77,,,,56.25,
41266.91667,10.4,Normal,48.84,51.64,50.64,,49.44,,,,58.26,,,,56.35,
41266.95833,10.5,Normal,48.54,51.64,50.54,,49.24,,,,58.67,,,,56.25,
41267,10.5,Normal,48.64,51.24,50.54,,48.74,,,,58.77,,,,56.15,
41267.04167,10.5,Normal,48.54,51.44,50.34,,48.64,,,,57.56,,,,55.95,
41267.08333,10.5,Normal,48.74,51.34,50.44,,49.14,,,,57.96,,,,56.25,
41267.125,10.5,Normal,48.24,50.94,50.04,,48.84,,,,59.17,,,,56.05,
41267.16667,10.4,Normal,47.74,50.74,49.84,,48.34,,,,58.06,,,,55.65,
41267.20833,10.4,Normal,47.84,51.04,49.84,,48.44,,,,58.36,,,,55.65,
41267.25,10.4,Normal,47.84,50.34,49.44,,48.64,,,,58.47,,,,55.85,
41267.29167,10.5,Normal,47.44,50.34,49.34,,48.04,,,,58.77,,,,55.65,
41267.375,10.4,Normal,47.64,50.44,49.44,,47.44,,,,57.76,,,,55.55,
41267.41667,10.4,Normal,47.54,50.34,49.44,,47.54,,,,57.96,,,,55.45,
41267.45833,10.5,Normal,47.94,50.64,49.84,,47.24,,,,57.06,,,,55.35,
41267.5,10.4,Normal,48.04,50.54,49.94,,47.44,,,,57.16,,,,55.25,
41267.54167,10.5,Normal,48.84,50.64,50.34,,48.04,,,,56.96,,,,55.05,
41267.625,10.5,Normal,47.94,50.24,49.84,,47.34,,,,56.25,,,,54.75,
41267.66667,10.4,Normal,47.34,49.84,49.24,,46.64,,,,56.45,,,,54.85,
41267.70833,10.5,Normal,47.14,49.94,49.04,,45.94,,,,56.15,,,,54.85,
41267.75,10.4,Normal,47.14,50.14,49.14,,45.54,,,,55.95,,,,54.85,
41267.79167,10.4,Normal,47.04,49.84,49.04,,45.74,,,,55.15,,,,55.05,
41267.83333,10.4,Normal,47.04,49.64,48.94,,46.24,,,,56.15,,,,55.25,
41267.875,10.4,Normal,47.14,49.54,49.04,,46.24,,,,56.25,,,,55.35,
41267.91667,10.4,Normal,47.34,49.84,49.14,,46.84,,,,56.96,,,,55.65,
41267.95833,10.4,Normal,47.34,49.74,48.94,,47.44,,,,57.46,,,,55.75,
41268,10.4,Normal,47.44,49.94,49.14,,47.74,,,,57.66,,,,55.95,
41268.04167,10.4,Normal,47.54,50.14,49.14,,47.94,,,,57.96,,,,56.15,
41268.08333,10.3,Normal,47.54,50.14,49.24,,48.14,,,,58.67,,,,56.15,
41268.125,10.4,Normal,47.44,50.04,49.14,,48.54,,,,58.47,,,,56.25,
41268.16667,10.4,Normal,47.74,50.24,49.14,,48.54,,,,58.26,,,,56.35,
41268.20833,10.4,Normal,47.74,50.14,49.14,,48.74,,,,58.36,,,,56.45,
41268.25,10.3,Normal,47.44,50.24,48.94,,48.84,,,,58.47,,,,56.35,
41268.29167,10.4,Normal,47.54,50.34,48.94,,49.14,,,,58.47,,,,56.35,
41268.33333,10.3,Normal,47.44,50.44,48.94,,49.24,,,,58.77,,,,56.45,
41268.375,10.3,Normal,47.34,50.34,48.84,,49.44,,,,58.77,,,,56.35,
41268.41667,10.3,Normal,47.84,50.54,49.24,,49.54,,,,58.67,,,,56.45,
41268.45833,10.4,Normal,48.14,50.54,49.54,,49.74,,,,58.97,,,,56.56,
41268.5,10.3,Normal,48.04,50.94,49.54,,50.14,,,,59.07,,,,56.56,
41268.54167,10.4,Normal,48.04,50.94,49.64,,50.24,,,,59.17,,,,56.56,
41268.58333,10.3,Normal,47.64,50.94,49.44,,50.84,,,,59.27,,,,56.45,
41268.625,10.4,Normal,47.24,50.84,49.04,,50.74,,,,59.07,,,,56.35,
41268.66667,10.4,Normal,46.94,50.94,48.64,,50.54,,,,59.07,,,,56.05,
41268.70833,10.4,Normal,46.74,50.74,48.54,,50.34,,,,58.57,,,,55.85,
41268.75,10.4,Normal,47.04,50.34,48.74,,50.14,,,,58.77,,,,55.95,
41268.79167,10.4,Normal,46.84,50.64,48.64,,50.54,,,,58.97,,,,55.85,
41268.83333,10.4,Normal,46.44,50.44,48.14,,50.44,,,,58.77,,,,55.85,
41268.875,10.4,Normal,46.44,50.44,48.14,,50.24,,,,58.57,,,,55.65,
41268.91667,10.4,Normal,46.14,50.14,47.94,,50.04,,,,58.47,,,,55.55,
41268.95833,10.3,Normal,46.04,49.84,47.84,,50.04,,,,58.26,,,,55.35,
41269,10.4,Normal,45.84,49.74,47.54,,49.94,,,,58.06,,,,55.15,
41269.04167,10.3,Normal,46.14,49.94,47.84,,49.74,,,,58.26,,,,55.15,
41269.08333,10.4,Normal,46.54,50.14,48.24,,49.84,,,,58.26,,,,55.35,
41269.125,10.3,Normal,46.54,50.04,48.44,,50.04,,,,58.36,,,,55.45,
41269.16667,10.4,Normal,46.64,50.34,48.54,,49.94,,,,58.57,,,,55.55,
41269.20833,10.4,Normal,46.94,50.34,48.84,,50.04,,,,58.77,,,,55.75,
41269.25,10.3,Normal,47.04,50.34,48.94,,50.14,,,,58.97,,,,55.95,
41269.29167,10.4,Normal,47.24,50.44,49.24,,50.24,,,,59.17,,,,56.15,
41269.33333,10.3,Normal,47.34,50.34,49.24,,50.04,,,,58.97,,,,55.95,
41269.375,10.3,Normal,47.64,50.54,49.44,,50.14,,,,58.47,,,,56.05,
41269.41667,10.3,Normal,48.14,50.64,49.94,,50.34,,,,59.47,,,,56.05,
41269.45833,10.4,Normal,48.44,51.14,50.24,,49.84,,,,57.66,,,,55.75,
41269.5,10.3,Normal,48.74,51.14,50.44,,49.74,,,,57.66,,,,55.65,
41269.54167,10.5,Normal,48.84,51.24,50.54,,49.64,,,,58.16,,,,55.45,
41269.58333,10.4,Normal,48.74,51.14,50.54,,48.94,,,,57.56,,,,55.15,
41269.625,10.4,Normal,48.64,50.84,50.34,,48.74,,,,57.16,,,,54.95,
41269.66667,10.4,Normal,48.54,50.84,50.34,,48.64,,,,56.76,,,,54.75,
41269.70833,10.5,Normal,47.84,50.44,49.74,,48.04,,,,56.35,,,,54.65,
41269.75,10.4,Normal,47.84,50.14,49.54,,47.64,,,,55.95,,,,54.45,
41269.79167,10.4,Normal,47.94,50.14,49.64,,47.34,,,,55.85,,,,54.35,
41269.83333,10.4,Normal,47.54,49.74,49.24,,46.94,,,,55.55,,,,54.35,
41269.875,10.5,Normal,47.84,49.84,49.44,,46.94,,,,55.35,,,,54.15,
41269.91667,10.4,Normal,47.54,49.74,49.14,,47.74,,,,55.65,,,,53.54,
41269.95833,10.5,Normal,47.24,49.34,48.84,,46.84,,,,54.85,,,,53.44,
